date,births
1975-01-01 00:00:00,265775
1975-02-01 00:00:00,241045
1975-03-01 00:00:00,268849
1975-04-01 00:00:00,247455
1975-05-01 00:00:00,254545
1975-06-01 00:00:00,254096
1975-07-01 00:00:00,275163
1975-08-01 00:00:00,281300
1975-09-01 00:00:00,270738
1975-10-01 00:00:00,265494
1975-11-01 00:00:00,251973
1975-12-01 00:00:00,260532
1976-01-01 00:00:00,259173
1976-01-01 00:00:00,257455
1976-02-01 00:00:00,238153
1976-02-01 00:00:00,236551
1976-03-01 00:00:00,261608
1976-03-01 00:00:00,257951
1976-04-01 00:00:00,250992
1976-04-01 00:00:00,246469
1976-05-01 00:00:00,261572
1976-05-01 00:00:00,256986
1976-06-01 00:00:00,255734
1976-06-01 00:00:00,250525
1976-07-01 00:00:00,279744
1976-07-01 00:00:00,279630
1976-08-01 00:00:00,279937
1976-08-01 00:00:00,286496
1976-09-01 00:00:00,273750
1976-09-01 00:00:00,283718
1976-10-01 00:00:00,267841
1976-10-01 00:00:00,280280
1976-11-01 00:00:00,249907
1976-11-01 00:00:00,258011
1976-12-01 00:00:00,265787
1976-12-01 00:00:00,265886
1979-01-01 00:00:00,270695
1979-02-01 00:00:00,249898
1979-03-01 00:00:00,276584
1979-04-01 00:00:00,254585
1979-05-01 00:00:00,270818
1979-06-01 00:00:00,270704
1979-07-01 00:00:00,294704
1979-08-01 00:00:00,302805
1979-09-01 00:00:00,293903
1979-10-01 00:00:00,288965
1979-11-01 00:00:00,274679
1979-12-01 00:00:00,284939
1982-01-01 00:00:00,292009
1982-02-01 00:00:00,279961
1982-03-01 00:00:00,297309
1982-04-01 00:00:00,286780
1982-05-01 00:00:00,293687
1982-06-01 00:00:00,293018
1982-07-01 00:00:00,321836
1982-08-01 00:00:00,323129
1982-09-01 00:00:00,320536
1982-10-01 00:00:00,311312
1982-11-01 00:00:00,289580
1982-12-01 00:00:00,303101
1983-01-01 00:00:00,311000
1983-01-01 00:00:00,294632
1983-02-01 00:00:00,281000
1983-02-01 00:00:00,273234
1983-03-01 00:00:00,298000
1983-03-01 00:00:00,301691
1983-04-01 00:00:00,287000
1983-04-01 00:00:00,285578
1983-05-01 00:00:00,305000
1983-05-01 00:00:00,296323
1983-06-01 00:00:00,302000
1983-06-01 00:00:00,297935
1983-07-01 00:00:00,339000
1983-07-01 00:00:00,326182
1983-08-01 00:00:00,323000
1983-08-01 00:00:00,329870
1983-09-01 00:00:00,315000
1983-09-01 00:00:00,319971
1983-10-01 00:00:00,323000
1983-10-01 00:00:00,309106
1983-11-01 00:00:00,300000
1983-11-01 00:00:00,290843
1983-12-01 00:00:00,320000
1983-12-01 00:00:00,303873
1986-01-01 00:00:00,292200
1986-01-01 00:00:00,297750
1986-02-01 00:00:00,281564
1986-02-01 00:00:00,276981
1986-03-01 00:00:00,303970
1986-03-01 00:00:00,310928
1986-04-01 00:00:00,285823
1986-04-01 00:00:00,293920
1986-05-01 00:00:00,299395
1986-05-01 00:00:00,303224
1986-06-01 00:00:00,298889
1986-06-01 00:00:00,303957
1986-07-01 00:00:00,325516
1986-07-01 00:00:00,317969
1986-08-01 00:00:00,335222
1986-08-01 00:00:00,323960
1986-09-01 00:00:00,326454
1986-09-01 00:00:00,314468
1986-10-01 00:00:00,321371
1986-10-01 00:00:00,305777
1986-11-01 00:00:00,296816
1986-11-01 00:00:00,290944
1986-12-01 00:00:00,301921
1986-12-01 00:00:00,299055
1987-01-01 00:00:00,304073
1987-02-01 00:00:00,281261
1987-03-01 00:00:00,310679
1987-04-01 00:00:00,301777
1987-05-01 00:00:00,317596
1987-06-01 00:00:00,308477
1987-07-01 00:00:00,333484
1987-08-01 00:00:00,336575
1987-09-01 00:00:00,331283
1987-10-01 00:00:00,322997
1987-11-01 00:00:00,301551
1987-12-01 00:00:00,310808
1988-01-01 00:00:00,306183
1988-02-01 00:00:00,282526
1988-03-01 00:00:00,312394
1988-04-01 00:00:00,304103
1988-05-01 00:00:00,315975
1988-06-01 00:00:00,307668
1988-07-01 00:00:00,334499
1988-08-01 00:00:00,333875
1988-09-01 00:00:00,334196
1988-10-01 00:00:00,319134
1988-11-01 00:00:00,293252
1988-12-01 00:00:00,312742
1990-01-01 00:00:00,310214
1990-01-01 00:00:00,305069
1990-02-01 00:00:00,298464
1990-02-01 00:00:00,283477
1990-03-01 00:00:00,321920
1990-03-01 00:00:00,317462
1990-04-01 00:00:00,309185
1990-04-01 00:00:00,307768
1990-05-01 00:00:00,325953
1990-05-01 00:00:00,319784
1990-06-01 00:00:00,328868
1990-06-01 00:00:00,321024
1990-07-01 00:00:00,346417
1990-07-01 00:00:00,336381
1990-08-01 00:00:00,354165
1990-08-01 00:00:00,331351
1990-09-01 00:00:00,346855
1990-09-01 00:00:00,334058
1990-10-01 00:00:00,331220
1990-10-01 00:00:00,326392
1990-11-01 00:00:00,314321
1990-11-01 00:00:00,306346
1990-12-01 00:00:00,321928
1990-12-01 00:00:00,320282
1991-01-01 00:00:00,330000
1991-01-01 00:00:00,320422
1991-01-01 00:00:00,284463
1991-02-01 00:00:00,316000
1991-02-01 00:00:00,308391
1991-02-01 00:00:00,260981
1991-03-01 00:00:00,342000
1991-03-01 00:00:00,339912
1991-03-01 00:00:00,288637
1991-04-01 00:00:00,330000
1991-04-01 00:00:00,318779
1991-04-01 00:00:00,271159
1991-05-01 00:00:00,368000
1991-05-01 00:00:00,336320
1991-05-01 00:00:00,287126
1991-06-01 00:00:00,361000
1991-06-01 00:00:00,330973
1991-06-01 00:00:00,282277
1991-07-01 00:00:00,364000
1991-07-01 00:00:00,356716
1991-07-01 00:00:00,311157
1991-08-01 00:00:00,362000
1991-08-01 00:00:00,366579
1991-08-01 00:00:00,318023
1991-09-01 00:00:00,362000
1991-09-01 00:00:00,357344
1991-09-01 00:00:00,306666
1991-10-01 00:00:00,361000
1991-10-01 00:00:00,344161
1991-10-01 00:00:00,304119
1991-11-01 00:00:00,333000
1991-11-01 00:00:00,325543
1991-11-01 00:00:00,288271
1991-12-01 00:00:00,350000
1991-12-01 00:00:00,335818
1991-12-01 00:00:00,291519
1993-01-01 00:00:00,334000
1993-01-01 00:00:00,335172
1993-02-01 00:00:00,304000
1993-02-01 00:00:00,309130
1993-03-01 00:00:00,360000
1993-03-01 00:00:00,344079
1993-04-01 00:00:00,330000
1993-04-01 00:00:00,335626
1993-05-01 00:00:00,361000
1993-05-01 00:00:00,353131
1993-06-01 00:00:00,333000
1993-06-01 00:00:00,334265
1993-07-01 00:00:00,352000
1993-07-01 00:00:00,362913
1993-08-01 00:00:00,350000
1993-08-01 00:00:00,366786
1993-09-01 00:00:00,357000
1993-09-01 00:00:00,356016
1993-10-01 00:00:00,345000
1993-10-01 00:00:00,348934
1993-11-01 00:00:00,332000
1993-11-01 00:00:00,323635
1993-12-01 00:00:00,326000
1993-12-01 00:00:00,341220
1995-01-01 00:00:00,323073
1995-02-01 00:00:00,304656
1995-03-01 00:00:00,342187
1995-04-01 00:00:00,327042
1995-05-01 00:00:00,335989
1995-06-01 00:00:00,335349
1995-07-01 00:00:00,352554
1995-08-01 00:00:00,350898
1995-09-01 00:00:00,348013
1995-10-01 00:00:00,332937
1995-11-01 00:00:00,316379
1995-12-01 00:00:00,331163
1996-01-01 00:00:00,320705
1996-02-01 00:00:00,301327
1996-03-01 00:00:00,339736
1996-04-01 00:00:00,317392
1996-05-01 00:00:00,330295
1996-06-01 00:00:00,329737
1996-07-01 00:00:00,345862
1996-08-01 00:00:00,352173
1996-09-01 00:00:00,339223
1996-10-01 00:00:00,330172
1996-11-01 00:00:00,319397
1996-12-01 00:00:00,326748
1997-01-01 00:00:00,316013
1997-02-01 00:00:00,295094
1997-03-01 00:00:00,328503
1997-04-01 00:00:00,309119
1997-05-01 00:00:00,334543
1997-06-01 00:00:00,329805
1997-07-01 00:00:00,340873
1997-08-01 00:00:00,350737
1997-09-01 00:00:00,339103
1997-10-01 00:00:00,330012
1997-11-01 00:00:00,310817
1997-12-01 00:00:00,314970
1998-01-01 00:00:00,314283
1998-02-01 00:00:00,301763
1998-03-01 00:00:00,322581
1998-04-01 00:00:00,312595
1998-05-01 00:00:00,325708
1998-06-01 00:00:00,318525
1998-07-01 00:00:00,345162
1998-08-01 00:00:00,346317
1998-09-01 00:00:00,336348
1998-10-01 00:00:00,336346
1998-11-01 00:00:00,309397
1998-12-01 00:00:00,322469
1999-01-01 00:00:00,317211
1999-02-01 00:00:00,291541
1999-03-01 00:00:00,321212
1999-04-01 00:00:00,314230
1999-05-01 00:00:00,330331
1999-06-01 00:00:00,321867
1999-07-01 00:00:00,346506
1999-08-01 00:00:00,339122
1999-09-01 00:00:00,333600
1999-10-01 00:00:00,328657
1999-11-01 00:00:00,307282
1999-12-01 00:00:00,329335
2000-01-01 00:00:00,319340
2000-02-01 00:00:00,298711
2000-03-01 00:00:00,329436
2000-04-01 00:00:00,319758
2000-05-01 00:00:00,330519
2000-06-01 00:00:00,327091
2000-07-01 00:00:00,348651
2000-08-01 00:00:00,344736
2000-09-01 00:00:00,343384
2000-10-01 00:00:00,332790
2000-11-01 00:00:00,313241
2000-12-01 00:00:00,333896
2001-01-01 00:00:00,330108
2001-01-01 00:00:00,319182
2001-02-01 00:00:00,317377
2001-02-01 00:00:00,297568
2001-03-01 00:00:00,340553
2001-03-01 00:00:00,332939
2001-04-01 00:00:00,317180
2001-04-01 00:00:00,316889
2001-05-01 00:00:00,341207
2001-05-01 00:00:00,328526
2001-06-01 00:00:00,341206
2001-06-01 00:00:00,332201
2001-07-01 00:00:00,348975
2001-07-01 00:00:00,349812
2001-08-01 00:00:00,360080
2001-08-01 00:00:00,351371
2001-09-01 00:00:00,347609
2001-09-01 00:00:00,349409
2001-10-01 00:00:00,343921
2001-10-01 00:00:00,332980
2001-11-01 00:00:00,333811
2001-11-01 00:00:00,315289
2001-12-01 00:00:00,336787
2001-12-01 00:00:00,333251
2002-01-01 00:00:00,335198
2002-02-01 00:00:00,303534
2002-03-01 00:00:00,338684
2002-04-01 00:00:00,323613
2002-05-01 00:00:00,344017
2002-06-01 00:00:00,331085
2002-07-01 00:00:00,351047
2002-08-01 00:00:00,361802
2002-09-01 00:00:00,342564
2002-10-01 00:00:00,344074
2002-11-01 00:00:00,323746
2002-12-01 00:00:00,326569
2003-01-01 00:00:00,330674
2003-02-01 00:00:00,303977
2003-03-01 00:00:00,331505
2003-04-01 00:00:00,324432
2003-05-01 00:00:00,339007
2003-06-01 00:00:00,327588
2003-07-01 00:00:00,357669
2003-08-01 00:00:00,359417
2003-09-01 00:00:00,348814
2003-10-01 00:00:00,345814
2003-11-01 00:00:00,318573
2003-12-01 00:00:00,334256
2005-01-01 00:00:00,334000
2005-01-01 00:00:00,329803
2005-02-01 00:00:00,317000
2005-02-01 00:00:00,307248
2005-03-01 00:00:00,347000
2005-03-01 00:00:00,336920
2005-04-01 00:00:00,334000
2005-04-01 00:00:00,330106
2005-05-01 00:00:00,339000
2005-05-01 00:00:00,346754
2005-06-01 00:00:00,346000
2005-06-01 00:00:00,337425
2005-07-01 00:00:00,360000
2005-07-01 00:00:00,364226
2005-08-01 00:00:00,357000
2005-08-01 00:00:00,360103
2005-09-01 00:00:00,357000
2005-09-01 00:00:00,359644
2005-10-01 00:00:00,337000
2005-10-01 00:00:00,354048
2005-11-01 00:00:00,345000
2005-11-01 00:00:00,320094
2005-12-01 00:00:00,348000
2005-12-01 00:00:00,343579
2007-01-01 00:00:00,331478
2007-02-01 00:00:00,309620
2007-03-01 00:00:00,349321
2007-04-01 00:00:00,332477
2007-05-01 00:00:00,346276
2007-06-01 00:00:00,350879
2007-07-01 00:00:00,357053
2007-08-01 00:00:00,369316
2007-09-01 00:00:00,363369
2007-10-01 00:00:00,344639
2007-11-01 00:00:00,335667
2007-12-01 00:00:00,348254
2008-01-01 00:00:00,340297
2008-02-01 00:00:00,319235
2008-03-01 00:00:00,356786
2008-04-01 00:00:00,329809
2008-05-01 00:00:00,355437
2008-06-01 00:00:00,358251
2008-07-01 00:00:00,367934
2008-08-01 00:00:00,387798
2008-09-01 00:00:00,374711
2008-10-01 00:00:00,367354
2008-11-01 00:00:00,351832
2008-12-01 00:00:00,356111
2011-01-01 00:00:00,356457
2011-02-01 00:00:00,338521
2011-03-01 00:00:00,350630
2011-04-01 00:00:00,346397
2011-05-01 00:00:00,354886
2011-06-01 00:00:00,348587
2011-07-01 00:00:00,375384
2011-08-01 00:00:00,373333
2011-09-01 00:00:00,367965
2011-10-01 00:00:00,357875
2011-11-01 00:00:00,323788
2011-12-01 00:00:00,353871
2012-01-01 00:00:00,337980
2012-02-01 00:00:00,316641
2012-03-01 00:00:00,347803
2012-04-01 00:00:00,337272
2012-05-01 00:00:00,345257
2012-06-01 00:00:00,346971
2012-07-01 00:00:00,368450
2012-08-01 00:00:00,359554
2012-09-01 00:00:00,361922
2012-10-01 00:00:00,347625
2012-11-01 00:00:00,320195
2012-12-01 00:00:00,340995
